kind,rep,family,n,rounds,mode,total_ns,preparation_ns,setup_ns,execution_ns,observation_ns,disposal_ns,first_cold_ns,cancellation_ns,requested_bytes,peak_increment_bytes
meter,1,reopen,2,2,eager,307605,25944,158248,23009,61715,38689,143162,112072,244014,92147
meter,1,binding,2,8,subscribed,538347,39135,140757,134589,148417,75449,240889,148212,375674,128285
meter,1,churn-broad,4,8,subscribed,3025638,23735,450773,1192264,938039,420827,1269411,396395,2075834,644313
meter,1,churn-broad,4,2,indexed,894763,57111,244236,175045,279836,138535,380534,191214,634078,220841
meter,1,binding,4,2,eager,1252598,58541,544990,236112,265388,147567,572718,412205,915998,331797
meter,1,churn-sparse,2,2,subscribed,291730,25289,117537,49172,62396,37336,131326,97502,224270,77945
meter,1,inactive,4,2,compiled,9992675,55640,186791,9510307,151496,88441,5006638,133176,9182916,194359
meter,1,unique,2,8,indexed,500063,38198,144290,103111,140935,73529,222305,117139,361834,127047
meter,1,dense,4,2,indexed,578216,42851,58720,142272,231365,103008,234842,74926,439342,153517
meter,1,unique,4,8,compiled,108473999,158554,324098,107221273,501268,268806,54061057,254649,92409268,473115
meter,1,selective,4,2,subscribed,79473,15206,30534,10202,13275,10256,41521,24550,102754,33959
meter,1,churn-broad,4,8,compiled,58030745,154807,466563,56612235,520393,276747,29040994,303914,50840052,492247
meter,1,binding,4,8,subscribed,2329046,159486,321303,597680,871976,378601,984222,353660,1762970,610485
meter,1,binding,2,2,compiled,1071200,35768,104452,866815,34447,29718,538577,73704,1004292,83087
meter,1,dense,4,8,subscribed,1964845,12428,154427,558934,859851,379205,734224,176849,1584538,552221
meter,1,selective,2,8,subscribed,94059,13705,27975,21396,18573,12410,47157,29584,118830,37883
meter,1,churn-sparse,4,8,subscribed,2441862,16577,359597,724839,923196,417653,949028,318052,1819882,618969
meter,1,consuming,2,8,eager,262619,26449,72868,112173,29649,21480,140834,54348,228246,48085
meter,1,reopen,2,8,indexed,529643,44341,161265,102445,146698,74894,247545,117821,361834,127047
meter,1,unique,2,2,compiled,1094581,36549,104565,886597,35852,31018,553898,75384,973312,82247
meter,1,consuming,4,8,subscribed,845768,34443,101200,599088,61722,49315,412447,95765,696530,76469
meter,1,churn-broad,2,8,eager,713678,40728,240719,205432,141779,85020,321400,181556,480474,158721
meter,1,inactive,2,2,eager,294357,25484,150121,20297,60540,37915,137055,100946,240366,91329
meter,1,reopen,4,8,subscribed,2708946,150600,334023,922585,909594,392144,1168815,281395,2072714,616439
meter,1,unique,4,2,compiled,13062148,57022,190658,12565568,156614,92286,6501378,135009,11726496,194167
meter,1,binding,2,8,compiled,2521910,43454,128778,2213997,81060,54621,1211330,94312,2238688,118411
meter,1,consuming,4,8,compiled,1568187,36676,105544,1356479,41123,28365,785184,67882,1495762,64437
meter,1,dense,2,8,eager,369700,29481,55507,94949,128903,60860,140163,53159,263226,93027
meter,1,reopen,4,8,indexed,2357989,153206,333823,521834,926948,422178,963558,272646,1729642,611047
meter,1,consuming,2,8,indexed,215161,25386,53982,77689,31632,26472,108908,43694,185222,45645
meter,1,churn-sparse,4,2,indexed,920781,59168,244887,171860,306264,138602,394408,184580,603422,214505
meter,1,unique,4,2,eager,1213935,60324,587082,129379,283248,153902,546621,378027,889198,331411
meter,1,churn-sparse,4,2,compiled,11278950,57086,195309,10780048,153398,93109,5610899,136670,10316136,192483
meter,1,dense,4,8,indexed,1927010,53846,148585,526274,847078,351227,748517,158052,1555066,546829
meter,1,selective,4,8,compiled,367541,30471,48571,257215,13896,17388,191358,40311,385516,44111
meter,1,consuming,2,2,eager,93949,23797,25579,26305,10568,7700,54630,27280,114018,27637
meter,1,consuming,4,2,compiled,409560,31322,40959,315013,10522,11744,230470,29669,393750,33193
meter,1,unique,2,2,subscribed,257594,24011,100549,40903,57930,34201,119381,79361,225886,76843
meter,1,reopen,4,8,compiled,40153231,124746,314501,38958334,493382,262268,20010690,243815,36430460,467219
meter,1,churn-sparse,4,8,indexed,2574137,155027,349196,591548,944203,534163,1042885,160964,1747498,613577
meter,1,dense,2,2,eager,124627,18587,30186,25554,33683,16617,61321,29476,118638,41763
meter,1,consuming,2,8,subscribed,262712,25696,54253,132599,29617,20547,136337,56571,249998,51037
meter,1,selective,2,8,indexed,91925,13918,28395,18712,18857,12043,46127,27585,100890,32491
meter,1,binding,2,2,indexed,273735,22572,99953,60995,56363,33852,125698,88954,211158,72013
meter,1,unique,4,8,indexed,2355754,155204,334641,552435,914956,398518,984229,283530,1729642,611047
meter,1,reopen,2,8,subscribed,564782,38849,149618,158639,142355,75321,255651,130514,449290,132439
meter,1,inactive,2,8,compiled,2276988,44581,121020,1976357,80801,54229,1119868,107350,2061040,117299
meter,1,dense,4,2,compiled,7439925,49028,62325,7147740,119228,61604,3673035,52320,7151726,121961
meter,1,inactive,4,2,eager,1690733,276982,891668,117345,269763,134975,1071221,362334,885550,330593
meter,1,binding,2,2,eager,336353,24335,146376,66495,60987,38160,154379,125622,258854,92709
meter,1,inactive,4,8,indexed,2327877,205868,309294,516076,902364,394275,1017381,257132,1706410,605897
meter,1,selective,4,2,compiled,207013,30058,40850,116207,7676,12222,112868,29942,209104,37949
meter,1,reopen,4,2,compiled,10586358,58026,191879,10082297,159408,94748,5224954,148852,9729208,194895
meter,1,selective,4,8,subscribed,121586,16600,41394,23572,23750,16270,60735,37255,128878,41795
meter,1,consuming,2,2,subscribed,98864,22694,22319,34999,10904,7948,57561,30861,126026,32404
meter,1,dense,4,2,subscribed,633051,47982,58977,210421,222525,93146,286184,97477,488398,158909
meter,1,churn-broad,2,2,subscribed,312663,25723,120213,65720,62280,38727,145497,110140,237166,80057
meter,1,selective,2,8,eager,98237,15269,31936,18049,19567,13416,49109,29800,110578,37191
meter,1,consuming,4,8,eager,818554,34677,135999,546919,61773,39186,390938,102802,662658,73517
meter,1,reopen,4,2,eager,1233213,58708,578981,135347,302799,157378,543829,359824,889198,331411
meter,1,churn-sparse,4,2,eager,1287591,73599,614266,174981,277866,146879,579413,392461,909390,332233
meter,1,inactive,2,2,subscribed,256795,23225,104995,32000,61664,34911,116901,84875,212366,76025
meter,1,churn-sparse,2,8,compiled,3419066,44556,155726,3083306,80183,55295,1683682,111948,2940916,119663
meter,1,binding,2,8,eager,633500,42351,211296,135399,162816,81638,290008,168834,401906,143589
meter,1,selective,4,2,indexed,88052,19099,34597,7832,15177,11347,46969,25844,84742,28567
meter,1,dense,2,8,indexed,338073,31140,45592,88267,119472,53602,150160,56669,255802,88617
meter,1,consuming,4,8,indexed,375817,30993,87967,161523,58680,36654,182383,67228,376642,71077
meter,1,binding,4,8,indexed,2390035,150342,318838,566362,888661,465832,978663,314878,1730922,605093
meter,1,churn-sparse,2,8,indexed,539551,38191,155046,120550,147952,77812,237959,122776,375882,129577
meter,1,consuming,2,2,compiled,200725,26441,31009,128177,6009,9089,109941,22572,210414,28561
meter,1,selective,4,8,eager,117892,16226,44323,17958,22849,16536,58236,36959,125530,43363
