case	mode	pass	steps	applications	expansions	cache_hits	cache_misses	cache_retained	rules_examined	occurrence_scans	candidates	binding_reads	term_visits	unification_pairs	occurs_visits	fresh_variables	work_nodes	snapshot_entries	introductions	splits	failed	raw	answers	max_frontier	pending	retained_roots	retained_bindings	retained_pending	observer_pairs	observer_scans	allocation_calls	requested_bytes	baseline_live	peak_live	final_live	elapsed_us
discriminate-k2-w64-n16	Cached	true	547	259	258	1	258	258	919	659	659	30	4031	6	6	2	281	58	275	3	0	4	4	4	0	0	0	0	8	0	91049	2932130	50811	1206433	1196105	4490
discriminate-k4-w1-n0	General	true	113	31	31	0	0	0	439	454	407	366	1538	30	30	4	66	128	21	15	0	16	16	16	0	0	0	0	208	0	2681	177678	33063	81249	74343	196
discriminate-k4-w1-n0	Local	true	113	31	31	0	0	0	439	407	407	366	1538	30	30	4	66	128	21	15	0	16	16	16	0	0	0	0	208	0	2649	177302	33061	81247	74341	174
discriminate-k4-w1-n0	Cached	true	113	31	20	11	20	20	439	407	407	366	1494	30	30	4	33	128	21	15	0	16	16	16	0	0	0	0	208	0	2623	181560	33062	100305	98382	181
discriminate-k4-w1-n16	General	true	129	31	31	0	0	0	439	6982	407	366	3850	30	30	4	82	368	37	15	0	16	16	16	0	0	0	0	208	0	12888	459685	171073	463184	452481	892
discriminate-k4-w1-n16	Local	true	129	31	31	0	0	0	439	407	407	366	3850	30	30	4	82	368	37	15	0	16	16	16	0	0	0	0	208	0	12856	455797	171071	463182	452479	853
discriminate-k4-w1-n16	Cached	true	129	31	20	11	20	20	439	407	407	366	3806	30	30	4	49	368	37	15	0	16	16	16	0	0	0	0	208	0	12830	460055	171072	486850	476520	810
discriminate-k4-w8-n0	General	true	337	143	143	0	0	0	1503	1518	1359	366	5297	30	30	4	178	128	133	15	0	16	16	16	0	0	0	0	208	0	10563	569307	33406	87876	74686	604
discriminate-k4-w8-n0	Local	true	337	143	143	0	0	0	1503	1359	1359	366	5297	30	30	4	178	128	133	15	0	16	16	16	0	0	0	0	208	0	10419	568035	33404	87874	74684	600
discriminate-k4-w8-n0	Cached	true	337	143	132	11	132	132	1503	1359	1359	366	5253	30	30	4	145	128	133	15	0	16	16	16	0	0	0	0	208	0	11531	675125	33405	279752	277829	688
discriminate-k4-w8-n16	General	true	353	143	143	0	0	0	1503	23278	1359	366	7609	30	30	4	194	368	149	15	0	16	16	16	0	0	0	0	208	0	20770	859826	171416	463527	452824	870
discriminate-k4-w8-n16	Local	true	353	143	143	0	0	0	1503	1359	1359	366	7609	30	30	4	194	368	149	15	0	16	16	16	0	0	0	0	208	0	20626	846530	171414	463525	452822	1274
discriminate-k4-w8-n16	Cached	true	353	143	132	11	132	132	1503	1359	1359	366	7565	30	30	4	161	368	149	15	0	16	16	16	0	0	0	0	208	0	21738	953620	171415	666297	655967	1443
discriminate-k4-w64-n0	General	true	2129	1039	1039	0	0	0	10015	10030	8975	366	35369	30	30	4	1074	128	1029	15	0	16	16	16	0	0	0	0	208	0	299411	9234243	36152	142758	77432	11980
discriminate-k4-w64-n0	Local	true	2129	1039	1039	0	0	0	10015	8975	8975	366	35369	30	30	4	1074	128	1029	15	0	16	16	16	0	0	0	0	208	0	298371	9225803	36150	142756	77430	13047
discriminate-k4-w64-n0	Cached	true	2129	1039	1028	11	1028	1028	10015	8975	8975	366	35325	30	30	4	1041	128	1029	15	0	16	16	16	0	0	0	0	208	0	365041	11542365	36151	4485122	4483199	18536
discriminate-k4-w64-n16	General	true	2145	1039	1039	0	0	0	10015	153646	8975	366	37681	30	30	4	1090	368	1045	15	0	16	16	16	0	0	0	0	208	0	309618	9592858	174162	466273	455570	16075
discriminate-k4-w64-n16	Local	true	2145	1039	1039	0	0	0	10015	8975	8975	366	37681	30	30	4	1090	368	1045	15	0	16	16	16	0	0	0	0	208	0	308578	9504298	174160	466271	455568	13001
discriminate-k4-w64-n16	Cached	true	2145	1039	1028	11	1028	1028	10015	8975	8975	366	37637	30	30	4	1057	368	1045	15	0	16	16	16	0	0	0	0	208	0	375248	11820860	174161	4871667	4861337	16991
